SiteId,ItemNumber,InvoiceDate,Quantity,LineAmount,CurrencyCode
S03,FUEL-0091,2024-11-06,19,4104.78,CAD
S02,FEED-0116,2024-11-06,8,1796.75,CAD
S02,LUBE-0090,2024-11-06,17,2172.59,CAD
S02,FEED-0075,2024-11-06,21,7130.01,CAD
S03,FUEL-0069,2024-11-06,26,12293.85,CAD
S02,FEED-0106,2024-11-06,18,7676.97,CAD
S03,HDWR-0088,2024-11-06,20,9270.06,CAD
S03,HDWR-0093,2024-11-06,2,1046.56,CAD
S05,LUBE-0092,2024-11-06,10,3575.63,CAD
S02,FUEL-0091,2024-11-07,22,4864.69,CAD
S05,TIRE-0073,2024-11-07,21,7145.5,CAD
S02,SEED-0100,2024-11-07,15,8120.89,CAD
S04,HDWR-0088,2024-11-07,20,10463.63,CAD
S03,FUEL-0109,2024-11-07,11,2380.78,CAD
S01,LUBE-0068,2024-11-08,24,10002.82,CAD
S03,TIRE-0073,2024-11-08,18,6661.15,CAD
S02,FUEL-0117,2024-11-08,10,2861.66,CAD
S02,FUEL-0091,2024-11-08,12,2694.59,CAD
S04,TIRE-0105,2024-11-08,19,6124.48,CAD
S01,FEED-0102,2024-11-08,12,2077.47,CAD
S02,SEED-0078,2024-11-09,23,1813.37,CAD
S04,SEED-0071,2024-11-09,12,6169.67,CAD
S05,TIRE-0086,2024-11-09,22,1958.51,CAD
S04,TIRE-0105,2024-11-09,20,5829.73,CAD
S06,FEED-0104,2024-11-10,21,8834.72,CAD
S05,SEED-0108,2024-11-10,17,6456.64,CAD
S05,LUBE-0090,2024-11-10,6,736.89,CAD
S02,SEED-0098,2024-11-11,10,471.41,CAD
S03,FUEL-0101,2024-11-11,25,1299.33,CAD
S01,LUBE-0090,2024-11-11,15,1991.2,CAD
S01,FUEL-0069,2024-11-11,22,11466.69,CAD
S02,FUEL-0109,2024-11-11,8,1902.7,CAD
S06,HDWR-0088,2024-11-11,22,11454.87,CAD
S03,FEED-0085,2024-11-12,15,6188.43,CAD
S03,TIRE-0086,2024-11-12,23,2317.7,CAD
S06,SEED-0111,2024-11-12,9,3163.58,CAD
S06,HDWR-0113,2024-11-12,17,7165.94,CAD
S02,SEED-0108,2024-11-12,14,5227.95,CAD
S06,FEED-0081,2024-11-12,7,3267.24,CAD
S04,LUBE-0090,2024-11-12,25,2602.04,CAD
S04,FEED-0102,2024-11-12,18,2607.34,CAD
S03,FEED-0095,2024-11-12,15,754.94,CAD
S06,LUBE-0092,2024-11-13,11,3708.13,CAD
S02,FEED-0106,2024-11-13,18,7747.12,CAD
S06,SEED-0098,2024-11-13,14,735.48,CAD
S01,TIRE-0077,2024-11-13,13,2500.09,CAD
S06,FEED-0085,2024-11-13,13,4648.91,CAD
S04,LUBE-0112,2024-11-14,22,1399.51,CAD
S02,FUEL-0072,2024-11-14,20,8313.05,CAD
S06,FUEL-0080,2024-11-14,11,1385.69,CAD
S04,TIRE-0105,2024-11-14,18,5304.29,CAD
S01,FEED-0081,2024-11-14,10,4891.33,CAD
S04,HDWR-0083,2024-11-14,5,2102.53,CAD
S04,FUEL-0079,2024-11-14,6,3032.4,CAD
S02,SEED-0118,2024-11-14,2,457.59,CAD
S03,FEED-0104,2024-11-15,9,3227.44,CAD
S04,HDWR-0094,2024-11-15,15,1110.55,CAD
S05,HDWR-0093,2024-11-15,22,9947.19,CAD
S05,FEED-0085,2024-11-15,15,5250.11,CAD
S01,TIRE-0061,2024-11-15,10,5242.63,CAD
S05,LUBE-0112,2024-11-15,15,923.68,CAD
S05,LUBE-0120,2024-11-16,30,16059.09,CAD
S02,LUBE-0099,2024-11-16,12,545.18,CAD
S05,LUBE-0120,2024-11-17,29,15956.72,CAD
S01,FEED-0081,2024-11-17,8,3404.18,CAD
S01,FEED-0097,2024-11-18,10,2927.18,CAD
S03,TIRE-0089,2024-11-18,20,9288.74,CAD
S05,FEED-0075,2024-11-18,16,5412.22,CAD
S03,TIRE-0073,2024-11-18,31,11547.8,CAD
S03,SEED-0114,2024-11-19,14,1898.91,CAD
S06,LUBE-0120,2024-11-19,21,10798.95,CAD
S01,FEED-0102,2024-11-19,19,2909.47,CAD
S04,HDWR-0103,2024-11-19,32,3913.6,CAD
S06,SEED-0098,2024-11-19,10,491.13,CAD
S06,TIRE-0089,2024-11-19,22,8547.58,CAD
S06,SEED-0118,2024-11-20,18,4235.35,CAD
S01,SEED-0098,2024-11-20,12,511.09,CAD
S02,FEED-0074,2024-11-20,15,3404.01,CAD
S01,FUEL-0080,2024-11-20,19,2383.49,CAD
S04,LUBE-0112,2024-11-20,13,857.97,CAD
S06,SEED-0118,2024-11-20,15,3940.72,CAD
S02,HDWR-0088,2024-11-21,20,10208.26,CAD
S05,FEED-0081,2024-11-21,20,8795.0,CAD
S02,TIRE-0105,2024-11-21,15,5058.65,CAD
S03,TIRE-0061,2024-11-21,10,5016.63,CAD
S01,SEED-0111,2024-11-21,7,2295.0,CAD
S03,HDWR-0088,2024-11-21,17,7870.14,CAD
S04,FEED-0097,2024-11-22,19,6556.07,CAD
S06,SEED-0078,2024-11-22,1,79.26,CAD
S03,HDWR-0094,2024-11-22,7,523.58,CAD
S02,SEED-0096,2024-11-22,13,4455.07,CAD
S06,LUBE-0112,2024-11-22,9,512.88,CAD
S04,TIRE-0064,2024-11-23,5,2055.61,CAD
S02,SEED-0111,2024-11-25,20,7153.13,CAD
S01,TIRE-0061,2024-11-25,24,10518.88,CAD
S02,TIRE-0089,2024-11-25,18,8316.85,CAD
S03,FEED-0116,2024-11-25,5,1174.04,CAD
S03,FEED-0102,2024-11-25,9,1621.03,CAD
S06,FUEL-0101,2024-11-25,3,147.94,CAD
S02,FUEL-0117,2024-11-25,15,4208.72,CAD
S01,SEED-0114,2024-11-25,8,1111.83,CAD
S04,LUBE-0068,2024-11-25,3,1616.64,CAD
S05,SEED-0078,2024-11-26,15,963.68,CAD
S02,SEED-0114,2024-11-26,6,801.44,CAD
S01,HDWR-0110,2024-11-26,16,7141.74,CAD
S04,FEED-0081,2024-11-27,19,9502.65,CAD
S02,LUBE-0090,2024-11-28,16,1878.94,CAD
S01,TIRE-0064,2024-11-28,16,6911.19,CAD
S01,SEED-0071,2024-11-28,18,7887.84,CAD
S06,TIRE-0084,2024-11-29,10,3838.69,CAD
S02,SEED-0096,2024-11-29,14,4868.95,CAD
S06,HDWR-0107,2024-11-29,26,3062.97,CAD
S05,SEED-0114,2024-11-29,14,1762.12,CAD
S02,FEED-0081,2024-11-29,8,3916.48,CAD
S03,SEED-0114,2024-11-29,12,1490.35,CAD
S02,HDWR-0107,2024-11-29,19,2348.4,CAD
S04,SEED-0118,2024-11-29,6,1607.88,CAD
S02,TIRE-0086,2024-11-29,19,1658.31,CAD
S01,FEED-0116,2024-11-30,11,2909.72,CAD
S02,SEED-0114,2024-12-01,9,1156.4,CAD
S06,SEED-0082,2024-12-01,11,684.24,CAD
S04,LUBE-0120,2024-12-01,14,6950.19,CAD
S05,TIRE-0089,2024-12-01,10,3888.54,CAD
S03,HDWR-0103,2024-12-02,23,3174.99,CAD
S06,FUEL-0109,2024-12-02,24,5848.92,CAD
S03,LUBE-0099,2024-12-03,14,529.84,CAD
S04,TIRE-0087,2024-12-03,14,7541.85,CAD
S06,LUBE-0065,2024-12-03,21,4193.12,CAD
S05,FUEL-0109,2024-12-03,23,4912.3,CAD
S02,TIRE-0105,2024-12-03,21,7299.48,CAD
S01,HDWR-0113,2024-12-03,11,5002.98,CAD
S01,FEED-0070,2024-12-03,3,789.4,CAD
S03,FUEL-0091,2024-12-03,11,2694.72,CAD
S01,FEED-0097,2024-12-04,5,1504.26,CAD
S04,HDWR-0083,2024-12-04,24,11492.38,CAD
S01,LUBE-0092,2024-12-04,26,10335.16,CAD
S04,FEED-0097,2024-12-04,7,2154.59,CAD
S04,SEED-0111,2024-12-05,7,2779.33,CAD
S01,LUBE-0099,2024-12-05,9,417.23,CAD
S04,HDWR-0088,2024-12-05,22,13180.01,CAD
S04,SEED-0078,2024-12-05,9,681.43,CAD
S05,LUBE-0120,2024-12-05,28,15041.99,CAD
S02,LUBE-0065,2024-12-05,7,1306.42,CAD
S06,TIRE-0084,2024-12-05,20,7360.32,CAD
S04,LUBE-0099,2024-12-06,5,183.2,CAD
S01,LUBE-0090,2024-12-06,21,2645.87,CAD
S06,FEED-0102,2024-12-06,3,531.36,CAD
S06,HDWR-0113,2024-12-07,13,5809.94,CAD
S02,FUEL-0117,2024-12-07,23,5314.93,CAD
S06,FEED-0102,2024-12-07,8,1297.48,CAD
S01,FUEL-0101,2024-12-08,16,690.6,CAD
S03,TIRE-0086,2024-12-08,17,1857.26,CAD
S04,SEED-0111,2024-12-09,7,2579.26,CAD
S06,SEED-0082,2024-12-09,2,101.52,CAD
S01,SEED-0098,2024-12-09,1,42.69,CAD
S02,SEED-0111,2024-12-09,7,2680.06,CAD
S05,FEED-0102,2024-12-09,5,883.62,CAD
S06,HDWR-0083,2024-12-09,23,9686.32,CAD
S01,LUBE-0099,2024-12-09,25,1028.92,CAD
S06,FEED-0097,2024-12-10,4,1334.59,CAD
S05,LUBE-0099,2024-12-11,20,901.45,CAD
S05,FEED-0075,2024-12-11,6,1633.31,CAD
S03,HDWR-0113,2024-12-11,14,6056.08,CAD
S03,HDWR-0107,2024-12-11,14,1435.3,CAD
S04,HDWR-0083,2024-12-11,13,6166.6,CAD
S05,LUBE-0120,2024-12-11,22,11867.4,CAD
S03,FEED-0097,2024-12-12,9,3277.32,CAD
S04,FEED-0106,2024-12-12,8,3878.68,CAD
S02,FEED-0115,2024-12-13,9,2310.17,CAD
S03,TIRE-0086,2024-12-13,15,1455.98,CAD
S05,SEED-0111,2024-12-13,8,2748.31,CAD
S01,FUEL-0109,2024-12-13,11,2543.79,CAD
S04,FEED-0097,2024-12-13,11,3108.26,CAD
S03,SEED-0098,2024-12-13,8,380.6,CAD
S05,HDWR-0113,2024-12-13,28,10722.26,CAD
S04,HDWR-0093,2024-12-14,23,12604.2,CAD
S01,FUEL-0109,2024-12-15,10,2687.46,CAD
S06,FEED-0074,2024-12-16,8,1856.51,CAD
S01,LUBE-0092,2024-12-16,30,9465.87,CAD
S02,HDWR-0093,2024-12-16,27,12354.15,CAD
S03,LUBE-0099,2024-12-16,16,671.85,CAD
S03,HDWR-0107,2024-12-17,21,2408.36,CAD
S01,FEED-0097,2024-12-17,9,2524.9,CAD
S04,TIRE-0087,2024-12-17,7,3703.71,CAD
S03,SEED-0108,2024-12-17,11,3866.88,CAD
S02,SEED-0063,2024-12-18,7,2828.86,CAD
S02,SEED-0096,2024-12-18,5,1512.32,CAD
S02,LUBE-0065,2024-12-18,21,4318.16,CAD
S05,FEED-0081,2024-12-19,5,2292.86,CAD
S04,SEED-0098,2024-12-19,3,142.6,CAD
S01,FUEL-0066,2024-12-19,13,3380.33,CAD
S04,LUBE-0092,2024-12-19,16,5170.08,CAD
S02,SEED-0098,2024-12-19,3,128.91,CAD
S03,FEED-0116,2024-12-20,7,1708.08,CAD
S06,SEED-0114,2024-12-20,6,821.1,CAD
S03,TIRE-0086,2024-12-20,7,756.13,CAD
S05,TIRE-0076,2024-12-20,16,8443.97,CAD
S02,SEED-0100,2024-12-20,7,3451.43,CAD
S04,HDWR-0093,2024-12-20,26,13867.19,CAD
S06,TIRE-0119,2024-12-21,23,1601.19,CAD
S04,HDWR-0113,2024-12-21,24,8849.17,CAD
S02,FUEL-0079,2024-12-22,13,6415.33,CAD
S01,FEED-0095,2024-12-22,8,396.82,CAD
S06,LUBE-0120,2024-12-22,23,13063.24,CAD
S03,SEED-0108,2024-12-23,7,2669.34,CAD
S06,SEED-0118,2024-12-23,4,864.85,CAD
S03,FEED-0115,2024-12-23,10,2836.35,CAD
S02,TIRE-0119,2024-12-23,18,1221.85,CAD
S04,FEED-0115,2024-12-23,8,2227.66,CAD
S05,LUBE-0090,2024-12-23,25,3107.87,CAD
S02,TIRE-0086,2024-12-23,13,1234.65,CAD
S03,FUEL-0066,2024-12-23,5,1146.78,CAD
S01,TIRE-0076,2024-12-24,21,9520.02,CAD
S04,SEED-0062,2024-12-24,1,392.23,CAD
S05,HDWR-0094,2024-12-24,26,1848.41,CAD
S02,FUEL-0091,2024-12-24,26,5607.35,CAD
S04,TIRE-0105,2024-12-24,7,2210.57,CAD
S06,SEED-0096,2024-12-24,4,1273.98,CAD
S03,SEED-0063,2024-12-25,10,3484.83,CAD
S05,HDWR-0103,2024-12-25,8,966.0,CAD
S06,FEED-0085,2024-12-25,7,2469.28,CAD
S05,LUBE-0068,2024-12-25,12,5933.26,CAD
S03,SEED-0071,2024-12-25,4,1927.06,CAD
S01,FEED-0102,2024-12-25,9,1425.81,CAD
S04,HDWR-0113,2024-12-26,31,12787.07,CAD
S02,TIRE-0105,2024-12-26,32,10684.8,CAD
S04,FEED-0106,2024-12-26,7,2796.57,CAD
S06,LUBE-0112,2024-12-26,20,1194.56,CAD
S06,TIRE-0077,2024-12-26,8,1289.16,CAD
S03,LUBE-0120,2024-12-27,22,11370.17,CAD
S06,FEED-0070,2024-12-27,6,1920.32,CAD
S01,HDWR-0110,2024-12-27,17,9052.36,CAD
S05,SEED-0100,2024-12-27,5,2591.92,CAD
S05,FUEL-0117,2024-12-27,22,5029.44,CAD
S06,TIRE-0119,2024-12-28,10,602.56,CAD
S04,SEED-0100,2024-12-28,4,1823.53,CAD
S04,FEED-0085,2024-12-29,4,1383.43,CAD
S03,TIRE-0086,2024-12-29,26,2675.65,CAD
S01,FEED-0104,2024-12-30,8,2958.78,CAD
S04,FUEL-0069,2024-12-30,8,4004.62,CAD
S04,TIRE-0105,2024-12-30,1,363.13,CAD
S03,FEED-0095,2024-12-30,6,252.21,CAD
S05,SEED-0108,2024-12-31,7,2247.39,CAD
S05,LUBE-0092,2024-12-31,2,803.36,CAD
S06,LUBE-0112,2024-12-31,3,197.62,CAD
S01,FEED-0070,2024-12-31,6,1722.55,CAD
S05,TIRE-0084,2024-12-31,17,7768.03,CAD
S06,FEED-0095,2025-01-01,1,38.57,CAD
S03,HDWR-0067,2025-01-01,16,198.4,CAD
S02,SEED-0108,2025-01-01,5,1781.39,CAD
S06,FUEL-0079,2025-01-01,18,8391.21,CAD
S03,FEED-0075,2025-01-01,12,3362.05,CAD
S01,SEED-0114,2025-01-01,6,886.62,CAD
S05,HDWR-0083,2025-01-01,21,8407.78,CAD
S02,TIRE-0086,2025-01-01,19,2137.0,CAD
S01,SEED-0096,2025-01-01,7,2424.37,CAD
S04,HDWR-0088,2025-01-01,21,12472.94,CAD
S01,FEED-0074,2025-01-01,8,1756.19,CAD
S06,HDWR-0107,2025-01-02,21,2168.16,CAD
S01,FUEL-0101,2025-01-02,22,1037.46,CAD
S05,FEED-0085,2025-01-02,5,1909.65,CAD
S06,HDWR-0110,2025-01-02,18,7982.09,CAD
S05,SEED-0098,2025-01-02,10,457.86,CAD
S03,SEED-0111,2025-01-03,11,3821.27,CAD
S02,SEED-0100,2025-01-03,5,2810.36,CAD
S06,SEED-0111,2025-01-03,8,2982.02,CAD
S05,FUEL-0079,2025-01-03,7,3646.08,CAD
S05,LUBE-0099,2025-01-03,12,500.61,CAD
S04,HDWR-0093,2025-01-04,17,8567.68,CAD
S04,FEED-0081,2025-01-04,12,6039.22,CAD
S04,TIRE-0076,2025-01-06,20,11225.38,CAD
S06,FUEL-0069,2025-01-06,9,4175.32,CAD
S02,FEED-0070,2025-01-06,3,883.82,CAD
S03,TIRE-0086,2025-01-06,1,90.42,CAD
S02,FEED-0106,2025-01-06,7,2746.83,CAD
S02,FEED-0106,2025-01-06,8,3156.65,CAD
S02,HDWR-0093,2025-01-07,10,5278.22,CAD
S06,HDWR-0107,2025-01-07,26,2866.84,CAD
S01,TIRE-0089,2025-01-07,20,8018.26,CAD
S05,LUBE-0092,2025-01-07,22,8353.21,CAD
S06,SEED-0114,2025-01-07,1,147.23,CAD
S05,SEED-0118,2025-01-07,6,1685.84,CAD
S04,SEED-0114,2025-01-07,12,1738.69,CAD
S04,FUEL-0079,2025-01-08,17,7530.33,CAD
S01,LUBE-0099,2025-01-08,23,883.44,CAD
S04,FUEL-0072,2025-01-08,9,4029.66,CAD
S06,LUBE-0092,2025-01-08,18,5880.38,CAD
S02,HDWR-0113,2025-01-08,15,6503.62,CAD
S03,FUEL-0109,2025-01-09,29,7414.23,CAD
S06,SEED-0100,2025-01-09,8,4172.18,CAD
S06,SEED-0111,2025-01-09,9,3577.72,CAD
S06,FEED-0104,2025-01-09,7,2850.98,CAD
S05,FUEL-0101,2025-01-09,34,1710.96,CAD
S06,TIRE-0077,2025-01-09,10,1835.63,CAD
S03,SEED-0098,2025-01-10,2,91.86,CAD
S01,LUBE-0092,2025-01-10,11,4079.74,CAD
S04,FUEL-0072,2025-01-10,24,11430.8,CAD
S01,HDWR-0103,2025-01-11,30,3497.53,CAD
S01,LUBE-0068,2025-01-11,11,5844.51,CAD
S01,FEED-0095,2025-01-11,6,302.48,CAD
S02,HDWR-0083,2025-01-11,29,13146.95,CAD
S04,TIRE-0061,2025-01-11,21,9060.76,CAD
S02,HDWR-0093,2025-01-12,8,4119.94,CAD
S06,HDWR-0093,2025-01-13,9,4853.38,CAD
S03,FEED-0097,2025-01-13,8,2868.76,CAD
S02,HDWR-0093,2025-01-14,5,2162.32,CAD
S03,TIRE-0089,2025-01-14,20,7235.68,CAD
S06,HDWR-0088,2025-01-14,30,14664.16,CAD
S02,SEED-0118,2025-01-14,9,2049.95,CAD
S03,SEED-0098,2025-01-14,8,396.75,CAD
S06,SEED-0114,2025-01-14,10,1285.62,CAD
S02,HDWR-0094,2025-01-14,22,1466.69,CAD
S05,LUBE-0092,2025-01-14,6,2123.89,CAD
S06,FEED-0081,2025-01-14,7,3276.11,CAD
S05,FUEL-0079,2025-01-14,1,480.59,CAD
S06,SEED-0071,2025-01-15,7,3672.85,CAD
S02,SEED-0071,2025-01-15,8,3299.04,CAD
S03,TIRE-0064,2025-01-15,16,6776.71,CAD
S04,FUEL-0117,2025-01-15,5,1439.85,CAD
S05,HDWR-0113,2025-01-15,15,6188.93,CAD
S05,SEED-0082,2025-01-15,4,211.82,CAD
S03,FEED-0070,2025-01-15,7,1963.76,CAD
S03,HDWR-0094,2025-01-16,23,1940.79,CAD
S03,SEED-0100,2025-01-16,7,3398.88,CAD
S06,FEED-0102,2025-01-16,13,1813.58,CAD
S01,TIRE-0089,2025-01-16,20,8942.57,CAD
S01,LUBE-0112,2025-01-16,13,795.64,CAD
S05,SEED-0114,2025-01-16,6,763.31,CAD
S01,LUBE-0112,2025-01-16,9,500.82,CAD
S02,SEED-0096,2025-01-16,9,2604.91,CAD
S05,SEED-0098,2025-01-17,9,453.22,CAD
S01,SEED-0096,2025-01-17,10,2908.66,CAD
S06,FUEL-0079,2025-01-17,20,9275.93,CAD
S02,FEED-0074,2025-01-17,7,1652.28,CAD
S05,FUEL-0091,2025-01-18,15,3476.63,CAD
S04,FEED-0081,2025-01-18,7,3248.97,CAD
S06,SEED-0100,2025-01-18,3,1402.24,CAD
S06,SEED-0071,2025-01-18,4,2027.89,CAD
S04,HDWR-0110,2025-01-19,12,5031.76,CAD
S03,HDWR-0067,2025-01-19,25,310.21,CAD
S02,TIRE-0073,2025-01-19,27,8198.89,CAD
S02,FEED-0102,2025-01-19,1,179.58,CAD
S02,SEED-0114,2025-01-20,11,1713.75,CAD
S04,SEED-0100,2025-01-20,4,2221.42,CAD
S01,FEED-0115,2025-01-20,10,3093.34,CAD
S05,FEED-0116,2025-01-20,1,212.71,CAD
S05,FEED-0115,2025-01-20,7,2360.92,CAD
S01,FEED-0106,2025-01-20,1,478.01,CAD
S04,FUEL-0079,2025-01-20,20,9198.07,CAD
S02,FUEL-0109,2025-01-21,8,1921.49,CAD
S04,SEED-0062,2025-01-21,11,4558.82,CAD
S05,FEED-0104,2025-01-21,10,3773.01,CAD
S02,FEED-0070,2025-01-21,9,2358.26,CAD
S02,HDWR-0107,2025-01-21,32,3574.83,CAD
S05,TIRE-0105,2025-01-22,8,2802.67,CAD
S05,LUBE-0112,2025-01-22,4,283.88,CAD
S04,HDWR-0083,2025-01-22,16,6898.37,CAD
S03,SEED-0082,2025-01-22,6,316.17,CAD
S04,FEED-0115,2025-01-22,3,865.89,CAD
S02,SEED-0114,2025-01-22,6,840.43,CAD
S04,FEED-0081,2025-01-22,2,1073.89,CAD
S01,TIRE-0119,2025-01-23,26,1829.58,CAD
S05,LUBE-0120,2025-01-23,15,9250.02,CAD
S03,TIRE-0086,2025-01-23,23,2319.53,CAD
S02,HDWR-0107,2025-01-24,8,997.24,CAD
S06,HDWR-0094,2025-01-24,13,957.64,CAD
S02,FEED-0106,2025-01-24,5,2376.63,CAD
S02,FEED-0070,2025-01-24,11,2827.81,CAD
S06,FUEL-0101,2025-01-25,1,49.53,CAD
S06,HDWR-0093,2025-01-25,8,4477.06,CAD
S03,FEED-0085,2025-01-26,14,4408.5,CAD
S03,HDWR-0088,2025-01-27,15,7324.21,CAD
S05,FUEL-0080,2025-01-27,6,916.66,CAD
S01,HDWR-0103,2025-01-27,28,3242.02,CAD
S05,SEED-0108,2025-01-27,5,1783.12,CAD
S05,HDWR-0093,2025-01-27,16,8898.73,CAD
S02,HDWR-0083,2025-01-27,12,5069.36,CAD
S05,FEED-0081,2025-01-28,1,514.09,CAD
S06,FEED-0081,2025-01-28,10,4849.48,CAD
S02,HDWR-0107,2025-01-28,13,1388.23,CAD
S02,FEED-0074,2025-01-28,2,455.23,CAD
S05,HDWR-0088,2025-01-28,18,8172.97,CAD
S02,HDWR-0083,2025-01-28,12,5174.26,CAD
S03,LUBE-0090,2025-01-28,6,783.96,CAD
S03,FEED-0085,2025-01-29,7,2706.92,CAD
S05,TIRE-0105,2025-01-29,15,4962.8,CAD
S03,FEED-0074,2025-01-29,8,1555.67,CAD
S03,FUEL-0069,2025-01-29,23,12963.92,CAD
S05,LUBE-0068,2025-01-30,19,8413.14,CAD
S01,HDWR-0107,2025-01-30,7,876.86,CAD
S02,SEED-0114,2025-01-30,10,1562.11,CAD
S03,FUEL-0109,2025-01-31,10,2074.2,CAD
S03,FUEL-0080,2025-01-31,21,3205.24,CAD
S05,FUEL-0109,2025-01-31,4,909.19,CAD
S04,FUEL-0072,2025-01-31,2,1015.39,CAD
S03,FUEL-0066,2025-01-31,15,4137.04,CAD
S05,SEED-0108,2025-02-01,8,2749.46,CAD
S01,FUEL-0079,2025-02-01,26,14126.66,CAD
S01,HDWR-0113,2025-02-02,22,7758.53,CAD
S06,TIRE-0064,2025-02-03,22,8948.32,CAD
S04,HDWR-0083,2025-02-03,18,7756.06,CAD
S06,FUEL-0066,2025-02-03,18,4625.58,CAD
S02,TIRE-0105,2025-02-03,17,5735.07,CAD
S01,FEED-0104,2025-02-03,8,2797.39,CAD
S06,SEED-0108,2025-02-03,11,3545.94,CAD
S05,LUBE-0092,2025-02-04,23,8160.87,CAD
S02,FUEL-0101,2025-02-04,24,1102.76,CAD
S03,SEED-0096,2025-02-04,6,1986.52,CAD
S01,HDWR-0094,2025-02-04,11,754.33,CAD
S06,LUBE-0092,2025-02-04,19,6277.76,CAD
S02,LUBE-0090,2025-02-05,21,2508.34,CAD
S04,SEED-0096,2025-02-05,12,3601.84,CAD
S04,FEED-0104,2025-02-05,6,2433.92,CAD
S04,SEED-0100,2025-02-05,4,1806.03,CAD
S05,SEED-0111,2025-02-06,6,2025.57,CAD
S03,FEED-0115,2025-02-06,14,4681.31,CAD
S01,TIRE-0087,2025-02-06,22,11175.79,CAD
S01,HDWR-0093,2025-02-06,22,10972.99,CAD
S06,SEED-0078,2025-02-06,7,544.67,CAD
S05,LUBE-0065,2025-02-06,8,1623.24,CAD
S03,HDWR-0113,2025-02-06,22,9217.62,CAD
S01,HDWR-0103,2025-02-06,26,2985.4,CAD
S01,TIRE-0119,2025-02-07,13,709.0,CAD
S05,HDWR-0088,2025-02-07,7,3688.27,CAD
S06,HDWR-0088,2025-02-07,24,13530.79,CAD
S06,LUBE-0099,2025-02-08,16,649.19,CAD
S04,LUBE-0068,2025-02-08,22,10908.35,CAD
S03,FEED-0104,2025-02-09,9,3842.55,CAD
S03,FUEL-0109,2025-02-10,24,5505.87,CAD
S01,FEED-0102,2025-02-10,8,1386.13,CAD
S06,FEED-0095,2025-02-10,17,805.18,CAD
S05,TIRE-0073,2025-02-10,18,5798.62,CAD
S03,LUBE-0120,2025-02-10,9,4757.33,CAD
S02,SEED-0098,2025-02-10,7,311.94,CAD
S01,LUBE-0120,2025-02-11,12,5934.41,CAD
S01,TIRE-0076,2025-02-11,14,7733.99,CAD
S01,FEED-0116,2025-02-11,9,2034.45,CAD
S04,FUEL-0117,2025-02-11,21,6107.31,CAD
S06,TIRE-0073,2025-02-11,10,3633.05,CAD
S03,SEED-0100,2025-02-11,6,2702.48,CAD
S01,LUBE-0099,2025-02-12,20,731.62,CAD
S01,HDWR-0093,2025-02-12,28,13643.02,CAD
S02,FUEL-0091,2025-02-13,26,5312.92,CAD
S04,FUEL-0091,2025-02-13,11,2263.36,CAD
S01,FUEL-0072,2025-02-13,13,5719.61,CAD
S02,HDWR-0103,2025-02-13,14,1902.46,CAD
S04,SEED-0114,2025-02-13,7,964.24,CAD
S03,TIRE-0084,2025-02-13,14,6027.58,CAD
S05,FEED-0070,2025-02-14,14,4233.91,CAD
S06,FEED-0081,2025-02-14,11,4949.87,CAD
S02,FUEL-0101,2025-02-14,42,1773.2,CAD
S05,FUEL-0079,2025-02-14,5,2270.4,CAD
S04,FEED-0106,2025-02-14,8,3854.63,CAD
S03,SEED-0096,2025-02-14,11,3185.87,CAD
S04,FUEL-0117,2025-02-14,21,5399.19,CAD
S03,FEED-0106,2025-02-15,10,4888.39,CAD
S02,FEED-0085,2025-02-15,12,3792.58,CAD
S06,FEED-0085,2025-02-16,4,1358.15,CAD
S05,FUEL-0109,2025-02-16,29,6376.1,CAD
S06,HDWR-0088,2025-02-16,13,7325.89,CAD
S01,TIRE-0105,2025-02-17,33,11676.79,CAD
S01,SEED-0098,2025-02-17,2,92.99,CAD
S06,FUEL-0066,2025-02-17,22,5984.59,CAD
S02,SEED-0108,2025-02-17,9,3579.97,CAD
S06,HDWR-0083,2025-02-17,22,8710.17,CAD
S02,FEED-0102,2025-02-18,5,819.81,CAD
S04,TIRE-0086,2025-02-18,16,1381.35,CAD
S02,HDWR-0083,2025-02-18,20,9925.04,CAD
S05,TIRE-0089,2025-02-18,23,9696.96,CAD
S03,SEED-0082,2025-02-18,10,614.99,CAD
S03,LUBE-0120,2025-02-19,13,7348.9,CAD
S05,LUBE-0090,2025-02-19,18,2088.62,CAD
S05,FEED-0097,2025-02-19,4,1275.21,CAD
S01,HDWR-0107,2025-02-19,7,835.66,CAD
S06,TIRE-0077,2025-02-20,28,5684.81,CAD
S04,HDWR-0093,2025-02-20,23,12829.38,CAD
S01,FUEL-0066,2025-02-20,8,2054.01,CAD
S02,TIRE-0064,2025-02-20,17,6875.6,CAD
S02,LUBE-0112,2025-02-20,27,1797.08,CAD
S06,TIRE-0061,2025-02-20,10,4693.74,CAD
S01,SEED-0096,2025-02-20,9,2733.69,CAD
S05,FUEL-0069,2025-02-20,14,7954.05,CAD
S03,SEED-0108,2025-02-21,7,2629.77,CAD
S04,SEED-0118,2025-02-21,3,752.67,CAD
S06,FUEL-0079,2025-02-21,5,2430.77,CAD
S06,TIRE-0077,2025-02-21,19,3187.02,CAD
S04,SEED-0100,2025-02-21,11,6095.66,CAD
S06,SEED-0114,2025-02-21,8,1003.78,CAD
S05,LUBE-0099,2025-02-22,19,755.87,CAD
S03,HDWR-0088,2025-02-23,22,12508.7,CAD
S05,FEED-0095,2025-02-23,6,261.51,CAD
